algorithm,sampleSize,rep,seed,shd_before,adjPrec_before,adjRec_before,adjF1_before,arrPrec_before,arrRec_before,arrF1_before,edges_before,violations_before,modelP_before,shd_after,adjPrec_after,adjRec_after,adjF1_after,arrPrec_after,arrRec_after,arrF1_after,edges_after,violations_after,modelP_after,delta_shd,delta_violations,delta_modelP
PC,500,42,41500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,9,0.013103,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,6,0.256318,2.000000,-3,0.243215
FGES,500,42,41500,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.184478,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.184478,0.000000,0,0.000000
BOSS,500,42,41500,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.184478,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.184478,0.000000,0,0.000000
PC,500,43,42500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.407334,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.797571,-9.000000,0,0.390237
FGES,500,43,42500,10.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,5,0.273227,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.797571,-10.000000,-5,0.524344
BOSS,500,43,42500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,6,0.116973,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.797571,-7.000000,-6,0.680598
PC,500,44,43500,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,7,0.000067,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.611552,-5.000000,-7,0.611485
FGES,500,44,43500,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,4,0.032681,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.611552,-5.000000,-4,0.578872
BOSS,500,44,43500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.091645,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.611552,0.000000,-2,0.519908
PC,500,45,44500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,4,0.165549,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.787761,0.000000,-4,0.622211
FGES,500,45,44500,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.612071,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.787761,2.000000,-3,0.175690
BOSS,500,45,44500,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.612071,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.787761,2.000000,-3,0.175690
PC,500,46,45500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,2,0.391675,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,1,0.822236,3.000000,-1,0.430561
FGES,500,46,45500,13.000000,NA,0.000000,0.000000,NA,0.000000,0.000000,5,9,0.019939,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,1,0.822236,-5.000000,-8,0.802297
BOSS,500,46,45500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,7,3,0.687824,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,1,0.822236,-1.000000,-2,0.134412
PC,500,47,46500,11.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,8,14,0.001230,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,0,0.587321,-7.000000,-14,0.586091
FGES,500,47,46500,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,7,0.285012,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,0,0.587321,-6.000000,-7,0.302309
BOSS,500,47,46500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,3,0.760388,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,0,0.587321,-2.000000,-3,-0.173067
PC,500,48,47500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,6,0.300375,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.690988,-2.000000,-6,0.390613
FGES,500,48,47500,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.556068,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.672554,2.000000,-2,0.116487
BOSS,500,48,47500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.809837,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.848383,4.000000,-2,0.038546
PC,500,49,48500,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,4,0.155450,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.807432,1.000000,-4,0.651982
FGES,500,49,48500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,3,0.041656,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.807432,3.000000,-3,0.765776
BOSS,500,49,48500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,3,0.041656,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.807432,3.000000,-3,0.765776
PC,500,50,49500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,11,0.002488,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.232444,-2.000000,-11,0.229956
FGES,500,50,49500,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,9,0.003711,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.970823,1.000000,-9,0.967112
BOSS,500,50,49500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,5,0.059490,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.232444,0.000000,-5,0.172955
PC,500,51,50500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,7,0.328469,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.660590,-1.000000,-7,0.332121
FGES,500,51,50500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,3,0.963573,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.508653,-4.000000,-3,-0.454919
BOSS,500,51,50500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.986274,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.508653,0.000000,-2,-0.477620
PC,500,52,51500,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,14,0.000150,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.106043,-11.000000,-14,0.105893
FGES,500,52,51500,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,12,0.001039,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.106043,-9.000000,-12,0.105004
BOSS,500,52,51500,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.111444,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.106043,1.000000,-1,-0.005401
PC,500,53,52500,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,16,0.000026,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.876382,3.000000,-16,0.876356
FGES,500,53,52500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,13,0.001567,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,1,0.467142,4.000000,-12,0.465574
BOSS,500,53,52500,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,9,0.038710,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.719823,4.000000,-9,0.681113
PC,500,54,53500,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,21,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.411816,-7.000000,-21,0.411816
FGES,500,54,53500,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,10,0.020186,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.376606,3.000000,-10,0.356421
BOSS,500,54,53500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,3,0.801637,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.460951,1.000000,-1,-0.340687
PC,500,55,54500,11.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,7,14,0.000784,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.940265,-1.000000,-14,0.939481
FGES,500,55,54500,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9,8,0.179175,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.623046,3.000000,-8,0.443872
BOSS,500,55,54500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,8,9,0.026716,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.917963,2.000000,-7,0.891247
PC,500,56,55500,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,25,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.958535,-11.000000,-25,0.958535
FGES,500,56,55500,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,9,0.001522,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.958535,-5.000000,-9,0.957013
BOSS,500,56,55500,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,4,0.508482,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.913978,2.000000,-4,0.405496
PC,500,57,56500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,10,0.000021,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,1,0.085390,2.000000,-9,0.085369
FGES,500,57,56500,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,7,0.042852,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.816510,1.000000,-7,0.773658
BOSS,500,57,56500,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,5,0.028031,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.394430,1.000000,-5,0.366399
PC,500,58,57500,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,9,0.014822,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.966734,0.000000,-9,0.951912
FGES,500,58,57500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.328734,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.701223,-3.000000,0,0.372488
BOSS,500,58,57500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,1,0.735006,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.967888,1.000000,-1,0.232882
PC,500,59,58500,10.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,8,0.056478,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,6,0.110344,1.000000,-2,0.053867
FGES,500,59,58500,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.529940,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,1,0.731736,3.000000,-1,0.201796
BOSS,500,59,58500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.066781,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.910411,5.000000,-2,0.843630
PC,500,60,59500,11.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,9,0.043419,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.634186,-7.000000,-9,0.590767
FGES,500,60,59500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,1,0.708766,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.634186,-1.000000,-1,-0.074580
BOSS,500,60,59500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,1,0.708766,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.634186,-1.000000,-1,-0.074580
PC,500,61,60500,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,11,0.027190,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.036474,-4.000000,-11,0.009284
FGES,500,61,60500,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,13,0.000622,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.036474,-13.000000,-13,0.035852
BOSS,500,61,60500,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,6,0.648847,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,0,0.036474,2.000000,-6,-0.612373
PC,500,62,61500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,15,0.000004,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.655909,-1.000000,-15,0.655905
FGES,500,62,61500,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,5,0.150336,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.504469,-9.000000,-5,0.354133
BOSS,500,62,61500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,5,0.220335,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.819706,-3.000000,-5,0.599371
PC,500,63,62500,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,4,0.421284,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,1,0.152213,0.000000,-3,-0.269071
FGES,500,63,62500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.249010,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.117337,0.000000,-2,-0.131673
BOSS,500,63,62500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.249010,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.117337,0.000000,-2,-0.131673
PC,500,64,63500,11.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,16,0.000003,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.407068,-3.000000,-16,0.407065
FGES,500,64,63500,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,6,0.018144,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.949205,-7.000000,-6,0.931061
BOSS,500,64,63500,10.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.167958,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.949205,-2.000000,-2,0.781246
PC,500,65,64500,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,18,0.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.672282,5.000000,-18,0.672282
FGES,500,65,64500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,5,0.004975,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,1,0.035145,3.000000,-4,0.030170
BOSS,500,65,64500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,5,0.004975,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,1,0.035145,3.000000,-4,0.030170
PC,500,66,65500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,10,0.084658,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,1,0.863665,4.000000,-9,0.779008
FGES,500,66,65500,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.148719,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.979975,1.000000,-2,0.831255
BOSS,500,66,65500,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.148719,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.979975,1.000000,-2,0.831255
PC,500,67,66500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,13,0.000018,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.948073,-1.000000,-13,0.948055
FGES,500,67,66500,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,6,0.019301,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.473981,0.000000,-6,0.454680
BOSS,500,67,66500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,6,0.063031,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.473981,8.000000,-6,0.410950
PC,500,68,67500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,7,0.104148,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.458637,0.000000,-7,0.354489
FGES,500,68,67500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.199336,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,1,0.530340,2.000000,-1,0.331004
BOSS,500,68,67500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.112494,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.458637,1.000000,-2,0.346142
PC,500,69,68500,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,13,0.000133,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,0,0.161264,0.000000,-13,0.161132
FGES,500,69,68500,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.333236,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,0,0.161264,-4.000000,-3,-0.171971
BOSS,500,69,68500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,2,0.136529,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,0,0.161264,1.000000,-2,0.024736
PC,500,70,69500,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,7,0.007891,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.086588,0.000000,-7,0.078697
FGES,500,70,69500,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,3,0.391972,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.238322,2.000000,-3,-0.153650
BOSS,500,70,69500,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,5,0.050914,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.086588,3.000000,-5,0.035674
PC,500,71,70500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,2,0.399139,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,1,0.338979,1.000000,-1,-0.060160
FGES,500,71,70500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,2,0.464519,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,0,0.189709,-1.000000,-2,-0.274810
BOSS,500,71,70500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,2,0.464519,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,0,0.189709,-1.000000,-2,-0.274810
PC,500,72,71500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,10,0.003937,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.902048,0.000000,-10,0.898112
FGES,500,72,71500,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,7,0.407033,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.993059,-2.000000,-7,0.586026
BOSS,500,72,71500,2.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,2,0.925464,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.993059,1.000000,-2,0.067595
PC,500,73,72500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,11,5,0.444167,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.082443,-4.000000,-5,-0.361724
FGES,500,73,72500,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.082443,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.082443,0.000000,0,0.000000
BOSS,500,73,72500,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.082443,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,0,0.082443,0.000000,0,-0.000000
PC,500,74,73500,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,15,0.000031,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.560828,-7.000000,-15,0.560797
FGES,500,74,73500,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,13,0.005002,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.455286,-15.000000,-13,0.450284
BOSS,500,74,73500,0.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,15,2,0.036213,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.455286,1.000000,-2,0.419074
PC,500,75,74500,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,6,0.211377,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.180562,1.000000,-6,-0.030815
FGES,500,75,74500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,8,0.028361,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,2,0.491625,6.000000,-6,0.463263
BOSS,500,75,74500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,8,0.028361,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,2,0.491625,6.000000,-6,0.463263
PC,500,76,75500,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,18,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,0,0.644146,-1.000000,-18,0.644146
FGES,500,76,75500,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,8,0.000351,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,0,0.123238,1.000000,-8,0.122887
BOSS,500,76,75500,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,8,0.000351,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,0,0.123238,1.000000,-8,0.122887
PC,500,77,76500,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11,5,0.468029,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.786604,-1.000000,-5,0.318575
FGES,500,77,76500,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.982494,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.891357,2.000000,-2,-0.091138
BOSS,500,77,76500,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,1,0.412881,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.608209,2.000000,-1,0.195327
PC,500,78,77500,5.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,9,0.001115,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.770821,1.000000,-9,0.769706
FGES,500,78,77500,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,3,0.122546,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.744016,-1.000000,-3,0.621470
BOSS,500,78,77500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,4,0.147849,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.744016,2.000000,-4,0.596167
PC,500,79,78500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,5,0.193699,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.711259,3.000000,-5,0.517561
FGES,500,79,78500,7.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,12,2,0.131285,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13,0,0.315254,2.000000,-2,0.183969
BOSS,500,79,78500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,3,0.268780,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.711259,4.000000,-3,0.442479
PC,500,80,79500,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14,4,0.559976,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.719374,-1.000000,-4,0.159399
FGES,500,80,79500,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,6,0.117856,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.719374,-6.000000,-6,0.601518
BOSS,500,80,79500,3.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,13,3,0.559976,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.576211,2.000000,-3,0.016235
PC,500,81,80500,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,10,0.004460,12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,2,0.210363,2.000000,-8,0.205903
FGES,500,81,80500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,4,0.055703,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.488806,4.000000,-4,0.433103
BOSS,500,81,80500,9.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,10,4,0.055703,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15,0,0.488806,4.000000,-4,0.433103
PC,500,82,81500,4.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.336005,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.217340,4.000000,-3,-0.118664
FGES,500,82,81500,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,6,0.679026,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.815115,-6.000000,-6,0.136089
BOSS,500,82,81500,1.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,14,3,0.818260,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17,0,0.815115,4.000000,-3,-0.003145
PC,500,83,82500,8.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,8,4,0.425107,6.000000,NA,0.000000,0.000000,0.000000,0.000000,0.000000,9,0,0.878001,-2.000000,-4,0.452894
